,Title,Content_,Date,QA1,QA2,QA3
60,                 تمدید اعتبار گذرنامه زائرین اربعین از فردا شنبه             ,به گفته وی، مشمولان دانشجو و طلاب نیز می‌توانند از طریق مدرسه یا دانشگاه خود در سایت نظام وظیفه ثبت نام کرده و به آنان مجوز داده می‌شود که بدون توثیق وثیقه از مرز خارج شوند اما مشمولان غایب اجازه خروج ندارند؛ این موضوع، قانون است. سربازان نیز می‌توانند از طریق حفاظت اطلاعات پادگان‌های خود درخواست خروج از کشور بدهند و با درخواست‌شان موافقت خواهد شد.,۰۴-۰۶-۱۴۰۱,"سوال: چه افرادی می‌توانند از طریق مدرسه یا دانشگاه خود در سایت نظام وظیفه ثبت نام کرده و بدون توثیق وثیقه از مرز خارج شوند؟
پاسخ: مشمولان دانشجو و طلاب","سوال: آیا مشمولان غایب اجازه خروج از کشور دارند؟
پاسخ: خیر، مشمولان غایب اجازه خروج ندارند.","سوال: چگونه سربازان می‌توانند درخواست خروج از کشور بدهند؟
پاسخ: سربازان می‌توانند از طریق حفاظت اطلاعات پادگان‌های خود درخواست خروج از کشور را ارائه کنند و با درخواست‌شان موافقت خواهد شد."
61,                 آبرسانی سیار به ۱۴ روستای اسدآباد همدان             ,شرکائی  با اشاره به فرارسیدن هفته دولت با بیان اینکه هفته دولت فرصت مغتنمی است که خدمات دولت در زمینه‌های مختلف امور زیربنایی، عمرانی و سرمایه‌ای برای جامعه و مردم به طور شفاف تبیین شود، خاطرنشان کرد: برنامه دولت برنامه تحول مبنی بر سند ارزشمند و ماندگار بیانیه گام دوم انقلاب بوده که در این سند حکیمانه رهبر فرزانه انقلاب باید وضع موجود دیده شده و فاصله‌های موجود را کمتر کنیم.,۰۴-۰۶-۱۴۰۱,"سوال: چه کسانی در هفته دولت خدمات دولتی را تبیین می کنند؟
پاسخ: هفته دولت فرصتی است که خدمات دولت در زمینه‌های مختلف امور زیربنایی، عمرانی و سرمایه‌ای توسط مقامات دولتی تبیین می شود.","سوال: برنامه تحول چه محتوایی دارد؟
پاسخ: برنامه تحول مبنی بر سند ارزشمند و ماندگار بیانیه گام دوم انقلاب است که در آن سعی می شود وضع موجود دیده شده و فاصله‌های موجود را کمتر کنیم.","سوال: هدف اصلی برنامه تحول چیست؟
پاسخ: هدف اصلی برنامه تحول کاهش فواصل موجود در وضعیت کنونی، توسعه زیرساخت‌ها، عمران و سرمایه‌گذاری در جامعه و بهبود خدمات دولتی به مردم است."
62,                 چین با نادیده گرفتن تحریم ها از ونزوئلا نفت وارد می کند             ,ونزوئلا در سال ۲۰۰۷ در دوره ریاست جمهوری هوگو چاوز رئیس جمهوری پیشین در چارچوب قراردادهای وام در برابر نفت، بیش از ۵۰ میلیارد دلار از چین وام دریافت کرده است.,۰۴-۰۶-۱۴۰۱,"سوال: ونزوئلا چه مقدار وام از چین دریافت کرده است؟
پاسخ: ونزوئلا بیش از ۵۰ میلیارد دلار از چین در قالب قراردادهای وام دریافت کرده است.","سوال: وام ها در چه قالبی صورت گرفته است؟
پاسخ: این وام ها در قالب قراردادهای وام در برابر نفت صورت گرفته است.","سوال: وام ها در چه دوره ای دریافت شده است؟
پاسخ: این وام ها در دوره ریاست جمهوری هوگو چاوز در سال ۲۰۰۷ دریافت شده است."
63,                 ویکرانت؛ اولین ناو هواپیمابر هندی(+فیلم و عکس)             ,شرکت کشتی‌سازی کوچین در حال تقویت زیرساخت های خود است که شامل یک اسکله خشک برای ساخت کشتی های بزرگ‌تر از جمله ناو های هواپیمابر نسل بعدی می شود.,۰۴-۰۶-۱۴۰۱,"سوال: چه زیرساخت هایی را شرکت کشتی‌سازی کوچین در حال تقویت کردن است؟
پاسخ: شرکت کشتی‌سازی کوچین در حال تقویت زیرساخت های خود است که شامل یک اسکله خشک برای ساخت کشتی های بزرگ‌تر از جمله ناو های هواپیمابر نسل بعدی می شود.","سوال: چه نوع کشتی هایی در اسکله خشک شرکت کشتی‌سازی کوچین ساخته می شوند؟
پاسخ: در اسکله خشک شرکت کشتی‌سازی کوچین، کشتی های بزرگ‌تر از جمله ناو های هواپیمابر نسل بعدی ساخته می شوند.","سوال: به چه منظور شرکت کشتی‌سازی کوچین زیرساخت های خود را تقویت می کند؟
پاسخ: شرکت کشتی‌سازی کوچین زیرساخت های خود را تقویت می کند تا بتواند کشتی های بزرگ‌تری مانند ناو های هواپیمابر نسل بعدی را ساخت کند."
64,                 صدر اعظم آلمان: به اوکراین سلاح‌های قابل استفاده برای حمله به روسیه نمی‌دهیم             ,شولتس در یک سخنرانی به یک سری سخنرانی های جو بایدن رئیس جمهور آمریکا اشاره و عنوان کرد: رئیس جمهور آمریکا به روشنی این فرمول را گفت: او گفت سلاح هایی را (به اوکراین) نخواهد داد که با آنها خاک روسیه را گلوله باران کند. من این را یک اصلی که همه ما بر سرش توافق داریم در نظر می گیرم. و بنا براین ما چشم به اینکه دیگران چه کاری انجام می دهند داریم.,۰۴-۰۶-۱۴۰۱,"سوال: چه عنوانی به سرنوشت سلاح‌هایی که روسیه به اوکراین می‌فرستد، داده شده است؟
پاسخ: سلاح‌هایی که روسیه به اوکراین می‌فرستد، به عنوان ""سلاحی برای گلوله‌باران کردن خاک روسیه"" توصیف شده است.","سوال: چه موضعی رئیس جمهور آمریکا درباره این سلاح‌هایی که به اوکراین می‌فرستد، دارد؟
پاسخ: رئیس جمهور آمریکا اعلام کرده است که او اصلاحیاتی را قبول ندارد که سلاح‌هایی به اوکراین فرستاده شود که با آنها خاک روسیه را گلوله‌باران کند.","سوال: شیوه‌ای است که رئیس جمهور آمریکا برای بررسی اقدامات دیگران انتخاب می‌کند؟
پاسخ: رئیس جمهور آمریکا اعلام کرده است که ما چشم به اینکه دیگران چه کاری انجام می‌دهند داریم و بنابراین بررسی اقدامات دیگران را درنظر دارد."
65,                 آمادگی بانک مرکزی برای اعطای وام مسکن روستایی             ,«مصطفی قمری وفا» افزود: مبلغ تسهیلات این طرح ۲۰۰ میلیون تومان است که به متقاضیان معرفی شده از سوی بنیاد مسکن انقلاب اسلامی قابل پرداخت خواهد بود.وی نوشت: زمان دقیق شروع اعطای تسهیلات طرح بهسازی و نوسازی مسکن روستایی، متعاقبا ازطریق روابط عمومی بانک مرکزی اطلاع رسانی خواهد شد.,۰۴-۰۶-۱۴۰۱,"سوال: چه مقدار تسهیلات در این طرح برای متقاضیان در نظر گرفته شده است؟ 
پاسخ: مبلغ تسهیلات در این طرح ۲۰۰ میلیون تومان است.","سوال: تسهیلات طرح بهسازی و نوسازی مسکن روستایی به چه افرادی اعطا می‌شود؟ 
پاسخ: تسهیلات این طرح به متقاضیان معرفی شده از سوی بنیاد مسکن انقلاب اسلامی اعطا می‌شود.","سوال: زمان اعطای تسهیلات طرح بهسازی و نوسازی مسکن روستایی چگونه در دست اطلاع رسانی قرار می‌گیرد؟ 
پاسخ: زمان دقیق شروع اعطای تسهیلات طرح بهسازی و نوسازی مسکن روستایی، متعاقبا از طریق روابط عمومی بانک مرکزی اطلاع رسانی خواهد شد."
66,                 زها حدید و ایده هایی برای طراحی داخلی(عکس)             ,دیوارهای مواج، استفاده عالی از نور و رنگ های روشن و سفید که از نور طبیعی سود می برند، ظاهری آینده‌نگر به این طرح های زها حدید برای اتاق خواب بخشیده اند.,۰۴-۰۶-۱۴۰۱,"سوال: چه استفاده‌ای از دیوارهای مواج در اتاق خواب می‌توان کرد؟
پاسخ: دیوارهای مواج علاوه بر ظاهری آینده‌نگرانه، با استفاده از نور طبیعی و رنگ‌های روشن و سفید، به اتاق خواب احساس فضای بزرگتر و روشنی بیشتری می‌دهند.","سوال: چگونه می‌توان از نور طبیعی در اتاق خواب استفاده کرد؟
پاسخ: با استفاده از دیوارهای مواج، می‌توان نور طبیعی را به خوبی داخل اتاق خواب هدایت کرد و از اندازه کافی از آن بهره برد. این نور طبیعی باعث ایجاد حس روشنایی و زیبایی در اتاق خواب می‌شود.","سوال: چه تأثیری دیوارهای مواج بر روی طرح های زیبایی در اتاق خواب دارند؟
پاسخ: استفاده از دیوارهای مواج، می‌تواند به طرح‌های زیبا و آینده‌نگرانه در اتاق خواب کمک کند. رنگ‌های روشن و سفید که از نور طبیعی سود می‌برند، با دیوارهای مواج هماهنگی خوبی دارند و باعث ظاهری خاص و جذاب در اتاق خواب می‌شوند."
67,                 ادعای واشنگتن پست: ورود پهپادهای ایران به جنگ روسیه - اوکراین             ,"یادداشت نویس روزنامه واشنگتن پست اضافه کرد این احتمال وجود دارد که پهپادهای ایران عامل مهمی در تغییر مسیر جنگ باشند.قبل از این کاخ سفید گفته بود گزارش های اطلاعاتی می گویند ایران به روسیه صدها هواپیمای بدون سرنشین (پهپاد) خواهد داد تا به ارتش این کشور در رویارویی با مقاومت ارتش اوکراین در شرق این کشور، کمک کند.جک سولیوان مشاور امنیت ملی امریکا هم پیش از این گفته بود ""اطلاعات ما می گوید دولت ایران در فاصله زمانی بسیار کوتاه صدها پهپاد از جمله پهپادهای جنگی به روسیه خواهد داد"".به ادعای مقامات امریکایی، ایران در گذشته آماده آموزش نیروهای روسیه برای استفاده از پهپادهای ایرانی بوده است. سولیوان همچنین گفته بود ایران به حوثی ها در یمن نیز پهپادهای بمب گذاری شده برای حمله به عربستان سعودی داده بود.به ادعای مشاور امنیت ملی امریکا، هیات روسیه حداقل دو مرتبه به تهران سفر کرد تا پهپادهایی که قرار است از ایران تحویل بگیرد را بررسی کند. همچنین ادعا شده است ایران پهپادهای خود را در دو روز 5 و 6 جولای 2022 (14 و 15 تیر 1401) در پایگاه هوایی کاشان به روس ها نشان داد. منابع امریکایی این موضوع را به نقل از تصاویر ماهواره ایی مطرح کرده اند.",۰۴-۰۶-۱۴۰۱,"سوال: چه ادعاهایی درباره تحویل پهپادهای ایران به روسیه وجود دارد؟
پاسخ: ادعاهای مطرح شده حاکی از آمادگی ایران برای تحویل پهپادها به روسیه در دو روز 5 و 6 جولای 2022 است. این ادعا براساس تصاویر ماهواره ایی مورد نقل قول در منابع امریکایی قرار گرفته است.","سوال: چرا ایران پهپادهای خود را به روسیه تحویل داده است؟
پاسخ: دلایل این تحویل پهپادها به روسیه مشخص نیست. با این حال، ادعاها حاکی از این است که ایران به روسیه پهپادهایی برای استفاده در رویارویی با ارتش اوکراین در شرق اوکراین و همچنین برای کمک به حوثی ها در یمن تحویل داده است.","سوال: آیا پهپادهای ایران تغییری در جریان جنگ ایجاد کرده اند؟
پاسخ: مقامات آمریکایی احتمال وجود دارد که پهپادهای ایران عامل مهمی در تغییر مسیر جنگ باشند. ادعاها نشان می دهد که ایران به روسیه صدها پهپاد تحویل داده است و در گذشته آماده آموزش نیروهای روسیه برای استفاده از پهپادهای ایرانی بوده است. این ادعاها به وجود احتمالی تغییر در توازن نیروها در جریان جنگ اشاره می کند."
68,                 وزیر خارجه انگلیس: نمی‌دانم ماکرون دوست انگلیس است یا دشمن آن             ,انتخابات آتی که قرار است نتیجه آن در پنجم سپتامبر اعلام شود، بر سر ریاست حزب محافظه‌کار انگلیس است. در نظام پارلمانی انگلیس، از آنجا که این حزب در حال حاضر در این کشور حاکم است، ریاست حزب به صورت خودکار به عنوان نخست‌وزیر انگلیس انتخاب خواهد شد.,۰۴-۰۶-۱۴۰۱,"سوال: چه روزی اعلام نتیجه انتخابات آتی در انگلیس صورت می‌گیرد؟
پاسخ: نتیجه انتخابات آتی در انگلیس در روز پنجم سپتامبر اعلام خواهد شد.","سوال: در نظام پارلمانی انگلیس، چگونه رئیس حزب محافظه‌کار به عنوان نخست‌وزیر انتخاب می‌شود؟
پاسخ: در نظام پارلمانی انگلیس، هنگامی که حزب محافظه‌کار در انتخابات برنده شود، رئیس این حزب به صورت خودکار به عنوان نخست‌وزیر انتخاب می‌شود.","سوال: در حال حاضر کدام حزب در انگلیس حاکم است؟
پاسخ: در حال حاضر در انگلیس، حزب محافظه‌کار در حکومت حاکم است."
69,                 دومین استعفا در خانه سینما / رییس هیئت مدیره خانه سینما استعفا کرد             ,بنابر تاریخ از پیش اعلام شده، نهم شهریورماه روز برگزاری مجمع عمومی و انتخابات هیئت مدیره خانه سینما است که با استعفای مدیرعامل و رییس هیئت مدیره مشخص نیست چه وضعیتی پیش‌روی این انتخابات خواهد بود.,۰۴-۰۶-۱۴۰۱,"سوال: چه تاریخی برای برگزاری مجمع عمومی و انتخابات هیئت مدیره خانه سینما اعلام شده است؟
پاسخ: نهم شهریورماه.","سوال: آیا استعفای مدیرعامل و رییس هیئت مدیره انتخابات را تحت تأثیر قرار می‌دهد؟
پاسخ: بله، برای اینکه نتیجه انتخابات مشخص شود وضعیت استعفا های مدیرعامل و رییس هیئت مدیره بسیار ضروری است.","سوال: آیا وضعیت انتخابات مجمع عمومی و انتخابات هیئت مدیره خانه سینما در حال حاضر مشخص است؟
پاسخ: خیر، با توجه به استعفای مدیرعامل و رییس هیئت مدیره، وضعیت انتخابات هنوز مشخص نیست."
70,                 آغاز نام‌نویسی درس «خارج فقه و اصول» آیت الله سید مجتبی خامنه‌ای + لینک ثبت نام             ,لازم به ذکر است علاقمندان از طلاب و فضلای مقطع خارج برای شرکت در این درس می‌تواند از طریق لینک https://formafzar.com/form/akaxi برای ثبت نام اقدام کنند.,۰۴-۰۶-۱۴۰۱,"سوال: چگونه می‌توانم در دوره آموزشی شرکت کنم؟
پاسخ: برای ثبت نام در دوره آموزشی، می‌توانید از طریق لینک https://formafzar.com/form/akaxi اقدام کنید و فرم ثبت نام را پر کنید.","سوال: این دوره آموزشی برای چه کسانی مناسب است؟
پاسخ: این دوره آموزشی برای علاقمندانی است که در مقطع خارج (متوسطه دوم و بالاتر) درس خواندند و می‌خواهند در این دوره شرکت کنند.","سوال: آیا این دوره آموزشی برای فضلای مقطع خارج نیز مناسب است؟
پاسخ: بله، علاقمندانی که در مقطع فضلای خارج درس خوانده‌اند و تمایل دارند در این دوره شرکت کنند، می‌توانند از طریق لینک https://formafzar.com/form/akaxi برای ثبت نام اقدام کنند."
71,                 آقای قالیباف ! خجالت شما برای مردم نان و آب نمی‌شود             ,القصه که بهتر است، مسئولان وظایف خود که همان تامین آسایش برای مردم است را به درستی انجام دهند که نیازی به عذرخواهی و خجالت کشیدن نباشد.,۰۴-۰۶-۱۴۰۱,"سوال: مسئولان چه وظایفی دارند؟
پاسخ: وظایف مسئولان شامل تامین آسایش برای مردم می‌باشد.","سوال: چرا مسئولان باید وظایف خود را به درستی انجام دهند؟
پاسخ: برای جلوگیری از نیاز به عذرخواهی و خجالت کشیدن ضروری است که مسئولان وظایف خود را به درستی انجام دهند.","سوال: چه تبعاتی دارد که مسئولان وظایف خود را به درستی انجام ندهند؟
پاسخ: عدم انجام صحیح وظایف مسئولان می‌تواند به نیازمندی‌ها و آسایش مردم آسیب بزند و به عذرخواهی و خجالت کشیدن میان مردم و مسئولان منجر شود."
72,                 آب شدن نیمی از یخچال‌های طبیعی آلپ در ۸۰ سال گذشته             ,این داده‌ها به دانشمندان کمک می‌کند تا به نگرش بلندمدت‌تری از بحران تغییرات اقلیمی و تاثیرات آن برسند.,۰۴-۰۶-۱۴۰۱,"سوال: این داده‌ها چگونه به دانشمندان کمک می‌کند؟
پاسخ: این داده‌ها به دانشمندان کمک می‌کنند تا با تحلیل آنها، الگوها و روند تغییرات اقلیمی را درک کنند و بر اساس این داده‌ها، پیش‌بینی‌های دقیقتری درباره تغییرات آینده اقلیمی ارائه دهند.","سوال: دانشمندان چه نگرشی از بحران تغییرات اقلیمی و تاثیرات آن می‌توانند به دست بیاورند؟
پاسخ: داده‌ها به دانشمندان کمک می‌کنند تا به نگرش بلندمدت‌تری از بحران تغییرات اقلیمی برسند، به عبارتی دیگر، با تجمیع و تحلیل داده‌ها، آنها می‌توانند الگوها و روندهای طبیعی و غیرطبیعی در تغییرات اقلیمی را شناسایی کنند و در نتیجه، اثرات و تاثیرات بلندمدت این تغییرات را تحلیل و پیش‌بینی نمایند.","سوال: این داده‌ها به چه صورتی برای دانشمندان در دسترس هستند؟
پاسخ: داده‌های مربوط به تغییرات اقلیمی و تاثیرات آن، معمولاً از طریق سامانه‌ها، شبکه‌ها و پایگاه‌های داده اختصاصی از سازمان‌های ذی‌ربط و دانشگاه‌ها در دسترس دانشمندان قرار می‌گیرند. این داده‌ها می‌توانند شامل اطلاعات و مشاهدات مختلفی از دما، بارش، سطح آب، یخ‌زدگی و سایر عوامل مرتبط با اقلیم باشد که به صورت مداوم و در طول زمان جمع‌آوری و ثبت می‌شوند."
73,                 نخست وزیر اسبق اسرائیل: نتانیاهو با تشویق ترامپ به خروج از برجام موجب تسریع پیشرفت هسته ای ایران شد             ,وی افزود: نتانیاهو آخرین کسی است که می تواند دولت فعلی را بخاطر توافق هسته‌ای غرب با ایران سرزنش کند ، زیرا خود او عامل این بحران است.,۰۴-۰۶-۱۴۰۱,"سوال: چرا نتانیاهو می تواند دولت فعلی را بخاطر توافق هسته‌ای با ایران سرزنش کند؟
پاسخ: زیرا نتانیاهو به عنوان نخست وزیر اسرائیل، به شدت در مقابل توافق هسته‌ای بین غرب و ایران علیه گرایش بوده است و معتقد است که این توافق تهدیدی برای امنیت اسرائیل است.","سوال: چگونه نتانیاهو عامل بحران توافق هسته‌ای است؟
پاسخ: نتانیاهو با انتشار اطلاعات خصوصی و محرمانه از برنامه هسته‌ای ایران و تلاش برای تحریف و سازش آن، توانسته است ضد ایرانیسم را در جهان افزایش دهد و فشار بین المللی روی ایران را بالا ببرد. این اقدامات به وجود بحران توافق هسته‌ای و بی اعتمادی بین طرفین منجر شده است.","سوال: چرا نتانیاهو دولت فعلی را سرزنش نمی کند؟
پاسخ: زیرا نتانیاهو به عنوان نخست وزیر، بخشی از دولت فعلی است و در تصمیم گیری های مهم حاکمیت دارد. به همین دلیل او نمی تواند خود را سرزنش کند و با انتقاد از بخشی که خودش در آن نقش دارد، شهود شکست خود را برجای بگذارد."
74,                 صدای آژیر خطر در سفارت آمریکا در بغداد             ,برخی ها در شبکه‌های اجتماعی عراقی نیز از شکستن تعداد زیادی از شیشه‌های منازل و خودروهای شهروندان در نتیجه سقوط ترکش‌های ناشی از فعالیت سامانه آمریکایی‌ها خبر داده اند.,۰۴-۰۶-۱۴۰۱,"سوال: چه خبری از شیشه‌های منازل و خودروهای شهروندان در عراق به ما می‌رسد؟
پاسخ: برخی افراد در شبکه‌های اجتماعی عراقی از شکستن تعداد زیادی از شیشه‌های منازل و خودروهای شهروندان در نتیجه سقوط ترکش‌های ناشی از فعالیت سامانه آمریکایی‌ها خبر داده اند.","سوال: این خبر به چه دلیل منتشر شده است؟
پاسخ: دلیل منتشر شدن این خبر، عملیات سامانه آمریکایی‌ها و سقوط ترکش‌ها که منجر به شکستن تعداد زیادی از شیشه‌های منازل و خودروهای شهروندان در عراق شده است، است.","سوال: آیا این اطلاعات تأیید شده است؟
پاسخ: متن مورد بحث اشاره‌ای به تأیید یا عدم تأیید اطلاعات ندارد. اطلاعات کاملتر و تأیید شده درباره این موضوع باید از منابع رسمی یا خبرگزاری‌ها ارائه شود."
75,                 سخنگوی دولت: رسانه‌ها در تولید خبر خوش رقابت کنند             ,وی بیان کرد: دولت باید تولیدکننده خبر خوش باشد و ما هم اتفاقاً باید از دستگاه‌های تقلید کنیم که خبر خوش بیشتری در اختیار رسانه‌ها قرار داده‌اند.,۰۴-۰۶-۱۴۰۱,"سوال: چه نقشی برای دولت در تولید خبر خوش مطرح شده است؟
پاسخ: دولت باید تولیدکننده خبر خوش باشد و از دستگاه‌های تقلید کند تا خبر خوش بیشتری در اختیار رسانه‌ها قرار گیرد.","سوال: چرا دولت باید از دستگاه‌های تقلید کننده خبر استفاده کند؟
پاسخ: استفاده از دستگاه‌های تقلیدکننده خبر، به دولت کمک می‌کند تا خبر خوش بیشتری را به رسانه‌ها ارائه دهد و اطلاعات مطلوب خود را به مردم برساند.","سوال: چه مسئولیتی بر عهده رسانه‌ها است؟
پاسخ: رسانه‌ها باید به دستگاه‌های تقلیدکننده خبر اعتماد کرده و مسئولیت ارائه اطلاعات دقیق و صادقانه را داشته باشند."
76,                 وزیر صمت: همکاری‌های تجاری تهران - مسکو افزایش می‌یابد             ,در سال گذشته، حجم تبادلات تجاری ایران و روسیه نزدیک به چهار میلیارد دلار برآورد شده است. اما «ابراهیم رئیسی» رئیس جمهوری ایران وعده داده است که آن را به ۱۰ میلیارد دلار در سال افزایش می دهد.,۰۴-۰۶-۱۴۰۱,"سوال: چه میزان افزایش در حجم تبادلات تجاری بین ایران و روسیه رئیس جمهور ایران پیش بینی کرده است؟ 
پاسخ: رئیس جمهور ایران، ابراهیم رئیسی، پیش بینی کرده است که حجم تبادلات تجاری بین ایران و روسیه را به ۱۰ میلیارد دلار در سال افزایش دهد.","سوال: چه میزان حجم تبادلات تجاری بین ایران و روسیه در سال گذشته بوده است؟ 
پاسخ: در سال گذشته، حجم تبادلات تجاری بین ایران و روسیه نزدیک به چهار میلیارد دلار برآورد شده است.","سوال: چه تعهدی «ابراهیم رئیسی» رئیس جمهوری ایران درباره حجم تبادلات تجاری با روسیه دارد؟
پاسخ: «ابراهیم رئیسی» رئیس جمهوری ایران تعهد دارد که حجم تبادلات تجاری بین ایران و روسیه را به ۱۰ میلیارد دلار در سال افزایش دهد."
77,                 مکرون: توپ در زمین ایران است             ,اکنون تیم ایران همراه با مذاکره کنندگان روسیه و اتحادیه اروپا و همچنین آمریکا از تاریخ ۴ اوت (۱۳ مرداد) و پس از ماه ها توقف به طور غیرمستقیم تلاش برای احیای برجام را از سر گرفته اند.,۰۴-۰۶-۱۴۰۱,"سوال: چه تاریخی برای احیای برجام مشخص شده است؟
پاسخ: تاریخ ۴ اوت (۱۳ مرداد) برای احیای برجام مشخص شده است.","سوال: چه فعالیتی تیم ایران در احیای برجام دارد؟
پاسخ: تیم ایران همراه با مذاکره کنندگان روسیه و اتحادیه اروپا و همچنین آمریکا در تلاش برای احیای برجام می باشند.","سوال: در چه شرایطی تلاش برای احیای برجام انجام میشود؟
پاسخ: تیم ایران همراه با مذاکره کنندگان روسیه و اتحادیه اروپا و همچنین آمریکا پس از ماه ها توقف به طور غیرمستقیم تلاش برای احیای برجام را از سر گرفته اند."
78,                 شیوع یک بیماری جدید در هند ؛ آنفلوانزای گوجه فرنگی چیست؟             ,آنفولانزای گوجه فرنگی پس از انجام آزمایش‌هایی که ابتلای بیمار به دنگی، چیکونگونیا، زیکا، آبله مرغان و هرپس تناسلی را رد کنند تشخیص داده می‌شود.,۰۴-۰۶-۱۴۰۱,"سوال: آانفولانزای گوجه فرنگی چگونه تشخیص داده می‌شود؟
پاسخ: برای تشخیص آنفولانزای گوجه فرنگی، آزمایش‌هایی انجام می‌شود که ابتلای بیمار به دنگی، چیکونگونیا، زیکا، آبله مرغان و هرپس تناسلی را رد کنند.","سوال: چگونه می‌توان ابتلا به آنفولانزای گوجه فرنگی را از بیماری‌های دیگر تمایز داد؟
پاسخ: برای تمایز آنفولانزای گوجه فرنگی از بیماری‌های دیگر، آزمایش‌های خاصی انجام می‌شود که دنگی، چیکونگونیا، زیکا، آبله مرغان و هرپس تناسلی را رد می‌کنند.","سوال: آیا آزمایش‌هایی برای تشخیص آنفولانزای گوجه فرنگی وجود دارد؟
پاسخ: بله، برای تشخیص آنفولانزای گوجه فرنگی آزمایش‌های خاصی وجود دارد که ابتلای بیمار به دنگی، چیکونگونیا، زیکا، آبله مرغان و هرپس تناسلی را رد می‌کنند."
79,                 ترکیدن لاستیک هواپیما این بار پرواز تهران - زاهدان             ,قربانعلی با بیان اینکه اقدامات لازم برای تعویض لاستیک انجام شده است، گفت: این موضوع منجر به وقوع هیچ سانحه‌ای نشد و مشکلی برای مسافران ایجاد نشده‌است.,۰۴-۰۶-۱۴۰۱,"سوال: چه اقداماتی برای تعویض لاستیک انجام شد؟
پاسخ: متأسفانه، متن ارائه شده اطلاعات کافی در این مورد را ارائه نمی‌دهد.","سوال: آیا در طی تعویض لاستیک، وقوع هرگونه سانحه‌ای رخ داده است؟
پاسخ: خیر، طبق آنچه قربانعلی ادعا می‌کند، هیچ سانحه‌ای رخ نداده است.","سوال: آیا تعویض لاستیک برای مسافران هیچ مشکلی ایجاد نکرده است؟
پاسخ: بله، قربانعلی می‌گوید که هیچ مشکلی برای مسافران ایجاد نشده است."
80,                 واکنش رئیس دادگستری همدان به بی‌آبی‌: کوتاهی‌ دولت قبل بوده!             ,وی با تقدیر از دادستان که در مسئله تأمین آب در این روز‌ها در کنار دیگر مسئولان و مردم بوده است، تصریح‌کرد: در حال حاضر امیدواریم تا نهایی شدن پروژه آبرسانی از تالوار به همدان، با کمک چاه‌های آبی که کشاورزان به آب منطقه‌ای تحویل داده‌اند، بخشی از مشکلات آبی برطرف شود.,۰۴-۰۶-۱۴۰۱,"سوال: چه پروژه‌ای در حال نهایی شدن است؟
پاسخ: پروژه آبرسانی از تالوار به همدان.","سوال: چه روشی برای برطرف کردن مشکلات آبی در نظر گرفته شده است؟
پاسخ: با استفاده از چاه‌های آبی که کشاورزان به آب منطقه‌ای تحویل داده‌اند.","سوال: چه امیدی برای برطرف شدن مشکلات آبی وجود دارد؟
پاسخ: امیدواریم با نهایی شدن پروژه آبرسانی و استفاده از چاه‌های آبی، بخشی از مشکلات آبی برطرف شود."
81,                 آمریکا: بازگشت به برجام در راستای منافع امنیت ملی ما و گام مهمی برای منطقه است             ,جمهوری اسلامی ایران ضمن رد ادعاهای مطرح شده همواره تاکید کرده است که تعهدات کشورها در حوزه پادمان نامحدود نیست. ایران در جریان مذاکرات رفع تحریم‌ها نیز برای طرف مقابل تشریح کرد که برجام نباید از طرف غرب گروگان مسائل و ادعاهایی باشد که با هدف اعمال فشار بر ایران مطرح شده‌اند.,۰۴-۰۶-۱۴۰۱,"سوال: چگونه جمهوری اسلامی ایران به تعهدات خود در حوزه پادمان ادامه می‌دهد؟
پاسخ: جمهوری اسلامی ایران تاکید دارد که تعهدات کشورها در حوزه پادمان نامحدود نیست. ایران در جریان مذاکرات رفع تحریم‌ها نیز برای طرف مقابل تشریح کرد که برجام نباید از طرف غرب گروگان مسائل و ادعاهایی باشد که با هدف اعمال فشار بر ایران مطرح شده‌اند.","سوال: چگونه ایران برای مقابله با ادعاهای مطرح شده توسط طرف مقابل در جریان مذاکرات رفع تحریم‌ها برجام تاکید کرد؟
پاسخ: ایران در جریان مذاکرات رفع تحریم‌ها برجام تاکید کرد که برجام نباید از طرف غرب گروگان مسائل و ادعاهایی باشد که با هدف اعمال فشار بر ایران مطرح شده‌اند. ایران برای طرف مقابل تشریح کرده است که تعهدات کشورها در حوزه پادمان نامحدود نیست و از طرف مقابل خواسته که از این رویکرد واقعیت پیروی کند.","سوال: چرا جمهوری اسلامی ایران از طرح ادعاها به عنوان ابزار فشار بر خود در مذاکرات رفع تحریم‌ها برجام خبر داد؟
پاسخ: جمهوری اسلامی ایران در جریان مذاکرات رفع تحریم‌ها برجام تاکید کرده است که برجام نباید از طرف غرب گروگان مسائل و ادعاهایی باشد که با هدف اعمال فشار بر ایران مطرح شده‌اند. جمهوری اسلامی ایران برای مقابله با این ادعاها و اجتناب از وابستگی برجام به این ادعاها، تشریح کرده است که تعهدات کشورها در حوزه پادمان نامحدود نیست و از طرف مقابل خواسته که از این رویکرد واقعیت پیروی کند. به این ترتیب، جمهوری اسلامی ایران نشان داده است که برجام باید تنها به مطالبات مذاکره شده تاکید کند و در ابعاد بیرون از موضوع آن گسترش نیابد."
